VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JTMAB3FV8M,Clark,Vancouver,WA,98685,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,18,148937981,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
WP0AH2A73J,Clark,Vancouver,WA,98662,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,17,183245247,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
7SAYGDEE7P,King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,260849795,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
1G1FW6S02N,King,Seattle,WA,98107,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,214706278,POINT (-122.37815 47.66866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703
5YJYGDEE2M,King,Seattle,WA,98109,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,203559023,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002
5YJ3E1EB9J,Snohomish,Lake Stevens,WA,98258,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,474522415,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052604
7SAYGAEE4P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,251052728,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902
5YJYGDEE6L,King,Seattle,WA,98133,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,32,124531746,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
YV4BR0DK6M,Clark,Vancouver,WA,98660,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,49,236481808,POINT (-122.675975 45.630465),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042300
WVWKR7AU0K,King,Kirkland,WA,98033,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,45,306865107,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
KNDCR3L11P,King,Seattle,WA,98125,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,233555402,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
5YJ3E1EA5P,King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,255171325,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
JTMABABA8P,King,Bellevue,WA,98006,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,244233986,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701
JTDKARFP1J,King,Redmond,WA,98052,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,45,207271284,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
KM8K53AG2K,Kitsap,Silverdale,WA,98383,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,23,212139504,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091302
7PDSGABL5P,King,Seattle,WA,98146,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,228596021,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100
WBY43AW02P,King,Kent,WA,98042,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,255459767,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031704
1FADP5CU6F,King,Kirkland,WA,98034,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,45,228829191,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
1N4AZ1CP1K,King,Bellevue,WA,98008,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,48,292111123,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
7SAYGDEF3P,Snohomish,Lake Stevens,WA,98258,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,255117411,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607
WA1G2AFY8N,King,Redmond,WA,98052,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,45,200673413,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
KM8K33AG8P,King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,245461478,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
1V2WNPE81P,King,Seattle,WA,98117,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,240559819,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
WB523CF04N,King,Bellevue,WA,98005,2022,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,216904761,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
1N4AZ0CP0E,King,Seattle,WA,98133,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,202503997,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300
7SAYGDEE4N,King,Bellevue,WA,98006,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,220319123,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905
7PDSGABA3P,King,Seattle,WA,98109,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,255148631,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
WAUUPBFF2G,King,Medina,WA,98039,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,48,257108232,POINT (-122.228025 47.61598),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
7SAYGDEE9P,Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,238666690,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061051804
5YJ3E1EA8P,King,Renton,WA,98055,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,244138086,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805
JTMAB3FV0P,King,Seattle,WA,98133,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,46,244602865,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300
7SAYGAEE7P,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,257048053,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJSA1CG8D,King,Kenmore,WA,98028,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,239510967,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701
7PDSGABA3P,King,Redmond,WA,98052,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,264269344,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
5YJSA1CG7D,King,Burien,WA,98166,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,34,102335411,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901
5YJSA1E69P,Yakima,Yakima,WA,98908,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,224416167,POINT (-120.6027202 46.5965625),PACIFICORP,53077000903
1G1FX6S05P,King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,254705776,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
5UXKT0C58J,King,Normandy Park,WA,98166,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,33,182395181,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600
5YJYGDEE5M,King,Seattle,WA,98115,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,182267473,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
5YJ3E1EB4J,King,Renton,WA,98055,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,11,474776221,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025704
5YJYGAEE5M,King,Issaquah,WA,98027,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,167071579,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104
5YJSA1E59N,King,Redmond,WA,98052,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,195384689,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
5YJSA1E56N,King,Bellevue,WA,98005,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,216781463,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
2C4RC1N73P,Snohomish,Bothell,WA,98012,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,254880720,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052010
1C4RJXP69R,King,Seattle,WA,98119,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,36,261081481,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
7SAYGDEF2N,King,Lake Forest Park,WA,98155,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,216921127,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
WBY33AW02P,King,Seattle,WA,98112,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,228760059,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
3FMTK1RM6M,Kitsap,Bainbridge Island,WA,98110,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,238768162,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090800
7SAYGDEEXP,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,261193439,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
1C4RJXU6XR,King,Bellevue,WA,98005,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,48,254123495,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
7SAYGDEE0P,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,258909906,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
1V2GNPE89P,King,Renton,WA,98056,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,257684892,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
1G1FZ6S06L,King,Seattle,WA,98122,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,37,114341405,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
1G1FY6S07P,King,Seattle,WA,98115,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,254775720,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
5YJSA1E26H,King,Kirkland,WA,98033,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,141915308,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604
3FMTK3SU6P,King,Seattle,WA,98109,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,257375548,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007301
1C4JJXN65P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,236342011,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WP0AB2Y16L,King,Seattle,WA,98134,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,0,34,255340445,POINT (-122.329815 47.57981),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
3C3CFFGEXG,King,Kirkland,WA,98034,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,45,320512272,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
JTMAB3FVXM,King,Seattle,WA,98177,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,36,157483364,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
7SAYGDEE9P,King,Seattle,WA,98104,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,254874602,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401
5YJSA1E25G,King,Sammamish,WA,98074,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,171205786,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
5YJ3E1EB7J,King,Sammamish,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,475194807,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
7SAYGDEE7P,King,Seattle,WA,98101,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,245496387,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101
1N4BZ0CP1G,King,Kirkland,WA,98033,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,48,264935016,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604
7SAYGAEE5P,King,Shoreline,WA,98133,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,260750577,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700
7SAYGDEE5N,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,216642527,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
3FMTK3SU2N,King,Duvall,WA,98019,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,226124839,POINT (-121.9810747 47.7377962),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032401
7SAYGDEE5P,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,238651444,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
7SAYGDEE6P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,245527376,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1G1FZ6S06L,King,Seattle,WA,98177,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,36,147919733,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
5YJ3E1EB0J,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,230012366,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061041816
KNDJX3AE0J,King,Shoreline,WA,98155,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,32,267455744,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020402
1G1FZ6S0XP,Clark,Vancouver,WA,98685,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,220081368,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908
YV4ED3UL3P,King,Redmond,WA,98052,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,253245408,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
7SAXCBE5XP,King,Kirkland,WA,98034,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,240431621,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
7SAYGDEE0P,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,251922100,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
1N4BZ0CPXG,Snohomish,Marysville,WA,98271,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,39,164829752,POINT (-122.1713847 48.10433),PUGET SOUND ENERGY INC,53061052808
1FADP5EU6H,King,Bellevue,WA,98006,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,41,263403822,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
1V2GNPE84P,King,Kirkland,WA,98034,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,224444027,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
5YJ3E1EB7J,King,Newcastle,WA,98056,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,475929345,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
5YJ3E1EB6K,King,Renton,WA,98056,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,219663139,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
7SAYGAEE1P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,260508944,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022201
7SAYGDEE2P,King,Auburn,WA,98002,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,260115068,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030504
KNDCE3LG7L,King,Seattle,WA,98102,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,43,141048197,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600
YV4H60CZ7N,King,Kirkland,WA,98034,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,45,204968935,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
LPSED3KA7N,King,Seattle,WA,98133,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,216844267,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
JTMAB3FV2M,King,Seattle,WA,98102,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,43,186983856,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007502
